portfolio_run_id,gate_threshold,max_assets,high_corr_scale,execution_delay_bars,latency_lookback_bars,total_trades,gated_signals_count,gated_cluster_window_count,portfolio_net_pnl,portfolio_profit_factor
portfolio_a1290d881105,0.85,2,0.4,0,0,18,0,0,-19.90875554856198,0.5181386146660921
portfolio_cb62acf8d2d3,0.85,2,0.4,0,1,17,1,1,-22.43017319934221,0.4571115052997266
portfolio_2c343f382129,0.85,2,0.4,0,2,16,3,3,-28.48809125509827,0.31048874028231416
portfolio_b767e3313a1c,0.85,2,0.4,1,0,18,0,0,-30.021457100808522,0.3013422399469477
portfolio_177628f0a9e2,0.85,2,0.4,1,1,17,1,1,-32.92374222550637,0.23380041419718808
portfolio_6583f866d7ae,0.85,2,0.4,1,2,16,3,3,-38.110492554129436,0.11309463518113114
portfolio_6ba5ed4e72cc,0.85,2,0.4,2,0,18,0,0,-47.80235033396764,0.12923862936668454
portfolio_b451911ea938,0.85,2,0.4,2,1,17,1,1,-50.32257167469791,0.08333060656818547
portfolio_69795fe8ea9c,0.85,2,0.4,2,2,16,3,3,-51.444301039916006,0.06289733095071291
portfolio_51f7080d04e0,0.85,2,0.5,0,0,18,0,0,-19.90875554856198,0.5181386146660921
portfolio_182496eadfde,0.85,2,0.5,0,1,17,1,1,-22.43017319934221,0.4571115052997266
portfolio_452f5a85edf6,0.85,2,0.5,0,2,16,3,3,-28.48809125509827,0.31048874028231416
portfolio_007802df390f,0.85,2,0.5,1,0,18,0,0,-30.021457100808522,0.3013422399469477
portfolio_5934760afd2d,0.85,2,0.5,1,1,17,1,1,-32.92374222550637,0.23380041419718808
portfolio_d62f9818edb6,0.85,2,0.5,1,2,16,3,3,-38.110492554129436,0.11309463518113114
portfolio_60783d962cf4,0.85,2,0.5,2,0,18,0,0,-47.80235033396764,0.12923862936668454
portfolio_f51377a636a6,0.85,2,0.5,2,1,17,1,1,-50.32257167469791,0.08333060656818547
portfolio_cdf106a89510,0.85,2,0.5,2,2,16,3,3,-51.444301039916006,0.06289733095071291
portfolio_f152bc54790c,0.85,2,0.6,0,0,18,0,0,-19.90875554856198,0.5181386146660921
portfolio_dd35c6dfa41c,0.85,2,0.6,0,1,17,1,1,-22.43017319934221,0.4571115052997266
portfolio_2c2781407f14,0.85,2,0.6,0,2,16,3,3,-28.48809125509827,0.31048874028231416
portfolio_6e10743651b5,0.85,2,0.6,1,0,18,0,0,-30.021457100808522,0.3013422399469477
portfolio_ecca774aada3,0.85,2,0.6,1,1,17,1,1,-32.92374222550637,0.23380041419718808
portfolio_6e872bf01f56,0.85,2,0.6,1,2,16,3,3,-38.110492554129436,0.11309463518113114
portfolio_559be4ffd4d6,0.85,2,0.6,2,0,18,0,0,-47.80235033396764,0.12923862936668454
portfolio_b51886a77d26,0.85,2,0.6,2,1,17,1,1,-50.32257167469791,0.08333060656818547
portfolio_55914a15e420,0.85,2,0.6,2,2,16,3,3,-51.444301039916006,0.06289733095071291
